pair,strategy,side,entry_time,entry_price,stop_loss,take_profit,size_units,risk_pct,exit_time,exit_price,pnl,pnl_pct,exit_reason,bars_held,regime,initial_stop,initial_tp,initial_units,realized_partial,moved_be,partial_taken
EURUSD,background,long,2020-03-31 00:00:00+00:00,1.1029423275375365,1.0893170805471712,1.1233801980230844,3302.6924232507895,1.0,2020-04-02 00:00:00+00:00,1.0892145805471714,-45.33852597338286,-0.4533852597338286,stop_loss,2,high,1.0893170805471712,1.1233801980230844,3302.6924232507895,0.0,False,False
USDJPY,background,short,2020-04-02 00:00:00+00:00,107.27475311279296,109.0414836585824,104.62465729410883,2087.9086333584705,1.0,2020-04-06 00:00:00+00:00,109.0527336585824,-34.60516872589716,-0.3460516872589716,stop_loss,2,normal,109.0414836585824,104.62465729410883,2087.9086333584705,0.0,False,False
AUDUSD,background,short,2020-04-03 00:00:00+00:00,0.6067825227546692,0.6196260654741863,0.5875172086753934,3487.8208926768657,1.0,2020-04-07 00:00:00+00:00,0.6197335654741863,-45.170917379082674,-0.45170917379082676,stop_loss,2,high,0.6196260654741863,0.5875172086753934,3487.8208926768657,0.0,False,False
AUDUSD,sniper,short,2020-04-06 00:00:00+00:00,0.599520710067749,0.6152369433602763,0.5680882434826944,5207.384173766615,1.5,2020-04-07 00:00:00+00:00,0.6153444433602764,-82.40025831741107,-0.8240025831741108,stop_loss,1,high,0.6152369433602763,0.5680882434826944,5207.384173766615,0.0,False,False
EURUSD,background,short,2020-04-06 00:00:00+00:00,1.0807215175247193,1.093680980524498,1.0612823230250512,3444.60672287236,1.0,2020-04-09 00:00:00+00:00,1.093783480524498,-44.9933255629473,-0.449933255629473,stop_loss,3,high,1.093680980524498,1.0612823230250512,3444.60672287236,0.0,False,False
GBPUSD,background,long,2020-04-01 00:00:00+00:00,1.2412691972732544,1.2412691972732544,1.2735563602319266,2090.614157905414,1.0,2020-05-04 00:00:00+00:00,1.2411566972732544,-0.2351940927642751,-0.002351940927642751,breakeven_stop,23,high,1.2197444219674727,1.2735563602319266,2090.614157905414,0.0,True,False
EURUSD,background,long,2020-05-04 00:00:00+00:00,1.0958487787628173,1.0851689856889224,1.1118684683736597,4107.069719542026,1.0,2020-05-05 00:00:00+00:00,1.0850664856889225,-44.28362939102095,-0.44283629391020957,stop_loss,1,normal,1.0851689856889224,1.1118684683736597,4107.069719542026,0.0,False,False
USDJPY,sniper,short,2020-05-05 00:00:00+00:00,106.67174865722656,108.06546714581076,103.88431168005816,2501.428544335149,1.5,2020-05-19 00:00:00+00:00,108.07671714581076,-32.94619545920277,-0.3294619545920277,stop_loss,10,low,108.06546714581076,103.88431168005816,2501.428544335149,0.0,False,False
USDJPY,background,short,2020-04-15 00:00:00+00:00,107.09274627685546,108.44422827265554,105.06552328315536,2047.9310991236312,1.0,2020-05-20 00:00:00+00:00,107.82124755859375,-13.931106283952845,-0.13931106283952846,time_exit,25,normal,108.44422827265554,105.06552328315536,2047.9310991236312,0.0,False,False
GBPUSD,background,short,2020-06-22 00:00:00+00:00,1.2344401218414307,1.24869685511433,1.2130550219320817,3047.853229972631,1.0,2020-06-23 00:00:00+00:00,1.24880935511433,-43.79531404303632,-0.4379531404303632,stop_loss,1,normal,1.24869685511433,1.2130550219320817,3047.853229972631,0.0,False,False
